name,description,image,perfumeHouse,openNotes,heartNotes,baseNotes,detailURL
XIX March,"XIX MarchExtrait de Parfum 100 mlCollection:Classica Black, Tiziana TerenziLa Focarina di S.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_XIX_A-600x635.jpg,Tiziana Terenzi,"[""jasmine"", ""orange"", ""sandalwood"", ""vetiver"", ""cinnamon"", ""nutmeg"", ""clove"", ""musk"", ""mint"", ""leaves""]","[""jasmine"", ""sandalwood"", ""vetiver"", ""cinnamon"", ""nutmeg"", ""clove"", ""musk""]","[""sandalwood"", ""vetiver"", ""nutmeg"", ""musk""]",https://terenziboutique.com/en/product/xix-march/
Cabiria,"CabiriaExtrait de Parfum 100 mlCollection:Anniversari Gold, Tiziana TerenziCabiria is an angel who has fallen to earth.",https://terenziboutique.com/wp-content/uploads/2024/03/Tiziana-Terenzi-Cabiria-profumo-600x635.jpg,Tiziana Terenzi,"[""rose"", ""jasmine"", ""ambergris"", ""vanilla"", ""apple"", ""pear"", ""mint"", ""grass""]","[""rose"", ""jasmine"", ""ambergris"", ""vanilla""]","[""vanilla""]",https://terenziboutique.com/en/product/cabiria/
Uxalpha,"UxalphaExtrait de Parfum 100 mlCollection:Tiziana Terenzi, Luna StarUxalpha, another wonder from the Luna collection, came to life on a May night when the pristine skies of Paolo and Tiziana’s hills revealed the secret of a shining star to them.
The Alpha star in the Lynx constellation, the brightest in its celestial realm, shone with the energy of 700 suns, illuminating the darkness with a vibrant, infectious light.
This enchanted experience provided the inspiration to create a fragrance that celebrates the vitality and radiance of souls that never cease to shine.
Uxalpha is an ode to power and brilliance, dedicated to those who radiate light and vitality at all times.
This essence captures the power of the Alpha star, taking the wearer on an olfactory journey that explores the energy and luminosity of the Lynx constellation.
ThLikeits companion Ixbeta, the uniqueness of Uxalpha lies in its ability to blend with other fragrances in the constellation to create unique, inimitable combinations.
When exploring the Lynx constellation, you will have the opportunity to discover the art of intergalactic layering, enjoying the astral fusion of the fragrances it inspired: Lince, Uxalpha, Ixbeta and Lincys.
The top notes of Uxalpha open with a fresh explosion of Calabrian Bergamot, Sicilian Orange and Pink Grapefruit.",https://terenziboutique.com/wp-content/uploads/2024/09/TTPROF_UXA_A-600x635.jpg,Tiziana Terenzi,"[""bergamot"", ""orange"", ""grapefruit""]","[""labdanum"", ""musk"", ""ambergris"", ""vanilla"", ""caramel"", ""coconut""]","[""ambergris"", ""vanilla"", ""caramel""]",https://terenziboutique.com/en/product/uxalpha/
Iddu,"IdduExtrait de Parfum 100 mlCollection:Tiziana Terenzi, VulcaniThe Iddu creation is dedicated to Stromboli, the island of primordial power, where earth and fire dance in an eternal embrace.
This fragrance captures the indomitable spirit of a wild paradise, suspended between the blue sky and the crystal clear waters of the Mediterranean, a silent witness to the ancient tales of sailors and gods.
At its heart is the passion of a land that never sleeps, evoking the majesty of the volcano, whose presence is as reassuring as it is imposing.
The fragrance is like the warm breath of a breeze whispering secrets dating back thousands of years, carrying with it the echo of myths buried in the depths overflowing with history.
Each spray unfolds a veil of mystery, an invitation to explore the inaccessible, to get lost among the rugged cliffs and black beaches, under a starry sky that seems to defy time.
Iddu is a tribute to the island of Stromboli, a symphony of elements coming together in timeless harmony, a promise of eternity.
We find the composition opening with the enveloping sweetness of Madagascan Vanilla, juxtaposed with the floral freshness of Sicilian Magnolia and the delicate purity of Chinese Lotus.
The generous head sits atop an equally rich and seductive heart, where the regal depth of Ambergris blends with Sicilian Tobacco to create a rich, slightly smoky aroma, while Cambodian Oudh adds a note of exotic and complex wood, reinforcing the fragrance’s unique character.
The base of this seductive creation is intensely robust, enriched by Madagascan Bourbon Vanilla, which enhances the initial sweetness with heightened intensity.
Rounding off the fragrance, Sicilian Birch Moss adds a final touch of earthy, woody elegance, giving Iddu a sensual and enveloping persistence.
Iddu evokes starry nights under the vast sky of Stromboli, capturing the essence of a place suspended between the blue sky and the crystal clear waters of the Mediterranean, a theatre of ancient legends told by sailors and gods.More informationLess informationOlfactory PyramidTop Notes:Madagascan Vanilla, Sicilian Magnolia and Chinese LotusHeart Notes:Ambergris, Sicilian Tobacco and Cambodian OudhBase Notes:Madagascan Bourbon Vanilla, Sicilian Birch MossIngredientsIngredienti/Ingredients: Alcohol Denat., Parfum (Fragrance), Benzyl Benzoate, FarnesolWarningsFlamable.",https://terenziboutique.com/wp-content/uploads/2024/09/TTPROF_VULIDD_A-600x635.jpg,Tiziana Terenzi,"[""magnolia"", ""birch"", ""ambergris"", ""vanilla"", ""tobacco""]","[""birch"", ""ambergris"", ""vanilla"", ""tobacco""]","[""birch"", ""vanilla""]",https://terenziboutique.com/en/product/iddu/
Chiron,"ChironExtrait de Parfum 100 mlCollection:Tiziana Terenzi, CometOne of the most formidable comets in our solar system is Chiron, a prototype of the centaur class; bright, brilliant and beautiful!
Forever shrouded in mystery, comet Chiron brings with it a precious cargo of good fortune and positive influence with each passing over the heavens.",https://terenziboutique.com/wp-content/uploads/2021/04/TTPROF_CHN_A-600x635.jpg,Tiziana Terenzi,"[""sandalwood"", ""musk"", ""ambergris"", ""vanilla"", ""tonka bean"", ""tobacco""]","[""sandalwood"", ""ambergris"", ""vanilla"", ""tobacco""]","[""sandalwood"", ""vanilla""]",https://terenziboutique.com/en/product/chiron/
Orionis,"OrionisExtrait de Parfum 100 mlCollection:Tiziana Terenzi, AssolutoFrom the constellation of Orion here is one of the most wonderful journeys ever taken, in the wake of the Terenzi family’s olfactory library, to create a unique and unrepeatable Absolute.
A limited edition perfume because of the limited availability of its essences and priceless molecules that once finished will no longer be obtainable.
 These are in fact ingredients belonging to the family library with over 50 years of maceration.
Some of them are completely prohibited today.
They can only be used by established companies that have official proof of being in possession of them since before 1968 as in the case of the Terenzi family.
With 40% of pure natural and very rare oils, it is a very high concentration fragrance, inspired by one of the most brilliant stars in the famous constellation of Orion.",https://terenziboutique.com/wp-content/uploads/2020/06/TTASS_ORI_A-600x635.jpg,Tiziana Terenzi,"[""patchouli"", ""saffron"", ""musk"", ""ambergris"", ""vanilla""]","[""patchouli"", ""musk"", ""ambergris"", ""vanilla""]","[""musk"", ""vanilla""]",https://terenziboutique.com/en/product/orionis/
Chi,"ChiExtrait de Parfum 100 mlCollection:Tiziana Terenzi, Luna StarPaolo and Tiziana's intergalactic journey continues, as they discover the stars that make up the constellations of the Luna collection.
This journey takes us through the beauty of artistic perfumery, in an expression capable of transforming beauty into wonder, through the reverberation of its pyramid of origin amplified towards brighter and more luminous echoes of a new pyramid, also offering ample space for the art of layering.
'Chi' is one of the brightest stars in the constellation Ursa Major, whence the Ursa perfume takes its inspiration.",https://terenziboutique.com/wp-content/uploads/2022/08/TTPROF_CHIS_A-6-600x635.jpg,Tiziana Terenzi,"[""patchouli"", ""vanilla"", ""coffee"", ""caramel"", ""almond"", ""tonka bean""]","[""patchouli"", ""vanilla"", ""caramel"", ""tonka bean""]","[""vanilla"", ""caramel"", ""tonka bean""]",https://terenziboutique.com/en/product/chi/
Alioth,"AliothExtrait de Parfum 100 mlCollection:Tiziana Terenzi, AssolutoTiziana and Paolo’s stylistic exploration into artistic perfumery continue to push the limits towards horizons never before reached in the alchemy of emotion.",https://terenziboutique.com/wp-content/uploads/2020/06/TTASS_ALIO_A-600x635.jpg,Tiziana Terenzi,"[""rose"", ""ylang ylang"", ""patchouli"", ""oud"", ""cardamom"", ""pepper"", ""black pepper"", ""saffron"", ""ambergris"", ""vanilla""]","[""rose"", ""ylang ylang"", ""patchouli"", ""oud"", ""ambergris"", ""vanilla""]","[""oud"", ""ambergris"", ""vanilla""]",https://terenziboutique.com/en/product/alioth/
Torpè,"TorpèExtrait de Parfum 100 mlCollection:Classica Gold, Tiziana TerenziThis creation originates from the memory of a trip to the heart of the French Riviera, between the shimmering blue of the Mediterranean and the hills dotted with olive trees, in Saint-Tropez.
Paolo and Tiziana visited this town with its timeless lifestyle of gentleness and freedom and were inspired by the joyful and vibrant character of this seaside resort.
Saint-Tropez was a fascinating journey through the golden age of life on the Riviera in the 1960s.
In those years, the Italian and French Rivieras were the protagonists of an extraordinary cultural transformation: the life of the all-Italian playboys, known as Les Italiens, who were taking over the Riviera in the 1960s to the cry of “Bare feet, jeans, hair in the wind and go!”
This iconic image perfectly captures the defiant attitude and desire for freedom of the time.
These young people took over the Riviera with a daring spirit and a liberating attitude, embracing a lifestyle of relaxation and fun, while a blazing fire of passion burned within them, driving them to live every moment to its fullest.
When the film ‘And God Created Woman’ hit the big screen, it captured the hearts of audiences around the world thanks to the unforgettable young Brigitte Bardot.
Torpè is a tribute to the timeless glamour of that period, when Saint Tropez became a popular destination for the international jet set.
Torpè, on the other hand, was the name used by the resort’s trendiest ‘rebels’ in the 1960s.
This creation is a fresh, vibrant fragrance whose marine notes remind us of unforgettable summer evenings full of laughter with not a care in the world.
Each note is dedicated to the sea and its magic, a journey of the senses to one of the most fascinating places in the world.
Anyone wearing it can close their eyes and find themselves transported to the cobbled streets of Saint Tropez, amidst the laughter of children at play, the scent of the salty air and the warmth of the sun on their skin.
The fragrance opens with a fresh, citrusy bouquet, thanks to Reggio Calabrian Bergamot, Sorrento Lemon and Sicilian Mandarin, and combines with Marine notes, which add depth to the perfume.
The heart of the fragrance, the true essence of this creation, opens with the muted scents of Bulgarian Rose, Côte d’Azur Lavender, French Iris and Provençal Violet, intertwined with the delicate elegance of Saint Tropez Peony, the sweetness of Sicilian Orange and juicy Romagna Peach.
The entire creation is built on a solid foundation of fine woods such as African Ebony and Australian Sandalwood combined with Musk, Ambergris, Indian Patchouli and Tuscan Oakmoss, creating a beguiling and sensual base that envelops the wearer like a lasting embrace.
Torpè captures the vibrant, lush essence of the Mediterranean coastline.
Its accords are reminiscent of when the turquoise sea meets the sun-kissed olive groves, creating an unforgettable olfactory experience.More informationLess informationOlfactory PyramidTop Notes:Bergamot of Reggio Calabria, Mandarin of Sicily, Lemon of Sorrento, Marine NotesHeart Notes:Bulgarian Rose, French Riviera Lavender, French Iris, Provence Violet, Saint Tropez Peony, Sicilian Orange Blossom, Romagna PeachBase Notes:Ambergris, Musk, African Ebony, Australian Sandalwood, Indian Patchouli, Tuscan OakmossIngredientsIngredienti/Ingredients: Alcohol Denat., Parfum (Fragrance), Limonene, Linalool, Citronellol, Geraniol, Citral, Hydroxycitronellal, Eugenol, Amyl CinnamalWarningsFlamable.",https://terenziboutique.com/wp-content/uploads/2023/10/TTPROF_TOR_A-600x635.jpg,Tiziana Terenzi,"[""rose"", ""iris"", ""violet"", ""peony"", ""orange blossom"", ""bergamot"", ""lemon"", ""orange"", ""mandarin"", ""sandalwood"", ""patchouli"", ""ebony"", ""musk"", ""ambergris"", ""peach"", ""lavender"", ""marine""]","[""rose"", ""iris"", ""violet"", ""peony"", ""orange blossom"", ""orange"", ""sandalwood"", ""patchouli"", ""ebony"", ""musk"", ""ambergris"", ""peach"", ""lavender""]","[""sandalwood"", ""patchouli"", ""ebony"", ""musk"", ""ambergris""]",https://terenziboutique.com/en/product/torpe/
Poggia,"PoggiaExtrait de Parfum 100 mlCollection:Tiziana Terenzi, Sea StarsPoggia comes from the Italian verb for to rest.",https://terenziboutique.com/wp-content/uploads/2020/10/TTPROF_POG_A-2-600x635.jpg,Tiziana Terenzi,"[""rose"", ""bergamot"", ""lemon"", ""orange"", ""musk"", ""vanilla"", ""apple"", ""peach"", ""passion fruit"", ""rosemary""]","[""rose"", ""musk"", ""vanilla"", ""apple"", ""passion fruit"", ""rosemary""]","[""musk"", ""vanilla""]",https://terenziboutique.com/en/product/poggia/
Kaff,"KaffAttar 13 mlCollection:Tiziana Terenzi, Luna Star AttarThe work contained in this beautiful hand-made glass bottle is inspired by one of the brightest stars of the Cassiopea Constellation: Kaff means a fertile oasis of palm trees and like an oasis it embraces and revitalises us as we dive into a refreshing pool of harmony and cosmic plenitude.
Again on a quest for style, which began with the dreamlike journey towards the constellations and then the stars connected to them, here the olfactory pyramid of Cassiopea is again broken down and reformulated in an innovative, unique creation, capable of pushing itself beyond the furthest stylistic frontiers we know.
A trip along the tightrope, in hot pursuit of the emotional vertigo unleashed by the hypnotic opulence of White Iris, lashed sharply by the fresh citrus notes of bergamot, but immediately contrasted by the bold, concerted action of pink Pepper and ginger.
An unprecedented balance of essences generate this explosion of top notes that almost confuses us at first, as if it were a powerful drug, then carries us off in an amazing vortex.",https://terenziboutique.com/wp-content/uploads/2020/06/TTATT_KAF_A-600x635.jpg,Tiziana Terenzi,[],"[""iris"", ""magnolia"", ""sandalwood"", ""cedar"", ""vetiver"", ""amber"", ""leather""]","[""cedar"", ""tonka bean""]",https://terenziboutique.com/en/product/kaff-2/
Al Contrario,"Al ContrarioExtrait de Parfum 50 mlCollection:Classica Black, Tiziana TerenziThe Tiziana Terenzi collection has always been inspired by travel and experiences related to fire.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_ALC_A-600x635.jpg,Tiziana Terenzi,"[""sandalwood"", ""ebony"", ""benzoin"", ""vanilla"", ""sugar"", ""powder""]","[""sandalwood"", ""benzoin"", ""vanilla"", ""sugar""]","[""sandalwood"", ""benzoin"", ""sugar""]",https://terenziboutique.com/en/product/al-contrario/
Hyakutake,"HyakutakeExtrait de Parfum 100 mlCollection:Tiziana Terenzi, CometTiziana and Paolo’s intergalactic journey to discover the celestial emotions produced by
magical stellar fires continues.
Stars, in fact, are luminous fires that shine in the celestial vault, lighting up our nights.
Comets boast a distinctive, legendary charm, with their light able to bring gifts of joy, hope and
good fortune to mankind and those who have eyes to see them.
The creation is inspired by the world-famous Comet Hyakutake, which passed close to earth
on its endless journey in January 1996.
Known for its long, very bright tail, it was discovered by a Japanese amateur astronomer, Yuji
Hyakutake, sparking great astonishment in the scientific community.
Just like this fragrance dedicated to it, full of mystery and charm, it is capable of revealing itself
to pure eyes only, those able to look where most cannot see.
In the darkness of the deepest night, a powerful light pierced the sky on that cold January day,
and now this perfume warms the heart of whoever wears it, giving them an aura of mystery
and wild charm.
Hyakutake opens with a ‘hesperidian’ accord dominated by the effervescence of Sorrento
Lemon and Reggio Calabrian Bergamot, enriched by the spicy aromas of highly sophisticated
Malabar Cardamom and the balsamic reverberations of Greek Eucalyptus.
The head folds gently into an embrace given by the heart of the creation, where the delicacy of
Italian Wild Pansy and the strength of Tuscan Orris blend with the persuasive combination of
Ambergris and Omani Incense.
The base is characterised by an acrobatic balance of woods, where the trilogy of Japanese Larch,
Australian Sandalwood and African Iroko reverberate powerfully, softened and emphasised
by the scent of Virginian Tobacco and Haitian Vetiver.
This creation is imbued with mystery and seductive elegance, capable of ravishing and
bewitching, seducing and conquering, but above all capable of warming hearts with the joy
of its stately, timeless aroma, because its irresistible charm is suspended in the timeline, just
like travelling comets floating in the celestial sphere.More informationLess informationOlfactory PyramidTop Notes:Sorrento Lemon,
Reggio Calabrian Bergamot,
Malabar Cardamom,
Greek EucalyptusHeart Notes:Italian Wild Pansy,
Tuscan Orris,
Ambergris,
Oman IncenseBase Notes:Japanese Larch,
Australian Sandalwood,
African Iroko,
Musk,
Virginian Tobacco,
Haitian VetiverIngredientsIngredienti/Ingredients: Alcohol Denat, Parfum (Fragrance), Alpha-Isomethyl Ionone, Limonene, Hydroxycitronellal, Linalool, Farnesol, Geraniol, CitralWarningsFlamable.",https://terenziboutique.com/wp-content/uploads/2023/05/TTPROF_HYA_A-1-600x635.jpg,Tiziana Terenzi,"[""bergamot"", ""lemon"", ""sandalwood"", ""cardamom"", ""musk"", ""ambergris"", ""eucalyptus"", ""tobacco""]","[""sandalwood"", ""musk"", ""ambergris"", ""tobacco""]","[""sandalwood"", ""musk"", ""tobacco""]",https://terenziboutique.com/en/product/hyakutake/
Ursa,"UrsaExtrait de Parfum 100 mlCollection:Tiziana Terenzi, LunaThe story of this fragrance starts around Lake Como.",https://terenziboutique.com/wp-content/uploads/2020/06/TTPROF_URS_A-600x635.jpg,Tiziana Terenzi,"[""vetiver"", ""patchouli"", ""oud"", ""nutmeg"", ""elemi"", ""leather"", ""vanilla"", ""tobacco""]","[""vetiver"", ""patchouli"", ""oud"", ""leather"", ""vanilla"", ""tobacco""]","[""oud"", ""leather"", ""vanilla""]",https://terenziboutique.com/en/product/ursa/
